AssignmentStatus,Input.document,Input.case,Answer.answer,Answer.case
Approved,"<p>To celebrate World Penguin Day (which is today, April 25), here are a few fun facts about these adorable tuxedoed birds. All 17 species of penguins are found exclusively in the Southern Hemisphere.</p>",172,"Today on 4/25 is the day to celebrate World Penguin Day. One of the fun fact about these adorable tuxedoed bird, is that all 17 species of penguins are found exclusively in the Southern Hemisphere.",172
Approved,"<p>Whether it’s because of their comical gait, dapper tuxedo-like coloring, or even the males’ legendary parenting skills, the appeal of penguins is undeniable.</p>",173,"Penguins' appeal is undeniable because of their comical gait, dapper tuxedo-like coloring or even their parenting skills.",173
Approved,"<p>Whether it’s because of their comical gait, dapper tuxedo-like coloring, or even the males’ legendary parenting skills, the appeal of penguins is undeniable.</p>",173,"People love penguins!  It could be because they always look like they are formally dressed with their tuxedo patterns.  Maybe it's because of the funny way they walk.  Or it could be because the males take on such a proactive role in parenting.  Whatever the reason, they remain quite popular animals.",173
Approved,"<p>This article tells how to build a durable, good-looking fence, from start to finish. We designed it to be strong, using sandwich construction, and yet easy to assemble.</p>",174,"In our article on fence-building, we show you how to build an easy-assembly fence with strength and durability that is also aesthetically pleasing.",174
Approved,"<p>This article tells how to build a durable, good-looking fence, from start to finish. We designed it to be strong, using sandwich construction, and yet easy to assemble.</p>",174,"Here are instructions on how to build a attractive, strong, sandwich construction fence. Step by step and easy to assemble.",174
Approved,"<p>On the fence about building a fence? Follow these basic steps to construct a professional-looking fence made with western red cedar, an eco-friendly material.</p>",175,"Use these simple steps to make a fence with western red cedar. It will look professional, and this type of wood is Eco-friendly.",175
Approved,"<p>On the fence about building a fence? Follow these basic steps to construct a professional-looking fence made with western red cedar, an eco-friendly material.</p>",175,"Are you on the fence when it comes to building one? Follow through this simple steps to build a professional-looking, eco-friendly fence that has been exquisitely made with western red cedar.",175
Approved,"<p>Before you install a fence, ask yourself what your reason is for installing it. If it's strictly utilitarian -- keeping the dog in the yard -- you can probably get by with a basic chain-link fence.</p>",176,"While you are preparing to install the the fence, ask yourself what's the basis of installing it. if it is useful keeping the dog in the yard, you can possibly get by with the fundamental chain link fence.",176
Approved,"<p>Before you install a fence, ask yourself what your reason is for installing it. If it's strictly utilitarian -- keeping the dog in the yard -- you can probably get by with a basic chain-link fence.</p>",176,You should be asking yourself why are you installing a fence before doing so. If the only reason you are doing so is to keep the dog in then you can get a basic chain link fence.,176
Approved,"<p>'Bellevue is one of the ''better'' neighbourhood in Seattle, housing high-payed white-collar elite, living in walled, gated and guarded communities.'</p>",177,"One of the finest community is Bellevue which is located in Seattle. They are living in rich and expensive luxurious houses, with well protected, safe guarded and strictly controlled amenities.",177
