AssignmentStatus,WorkTimeInSeconds,Input.document,Input.case,Answer.answer
Approved,259,<p>The Wall is a 2017 American war thriller film directed by Doug Liman and written by Dwain Worrell. The film follows two American soldiers (Aaron Taylor-Johnson and John Cena) trapped by an Iraqi sniper. </p>,183,The director of the war thriller filmed in America is Doug Liman and the scenario writer is Dwain Worrell. The movie is about two fellow American army man that are ensnared by an Iraqu long range shooter.
Approved,289,<p>The Wall is a 2017 American war thriller film directed by Doug Liman and written by Dwain Worrell. The film follows two American soldiers (Aaron Taylor-Johnson and John Cena) trapped by an Iraqi sniper. </p>,183,"John Cena and Aaron Taylor-Johnson star as two American soldiers in the 2017 American war thriller, The Wall. The Wall was directed by award winning director Doug Liman and written by Dwain Worrell. The Wall follows our brave soldiers who are trapped by a lethal, Iraqi, sniper who are only separated by a wall."
Approved,147,"<p>A raffle is a gambling competition in which people obtain numbered tickets, each ticket having the chance of winning a prize. At a set time, the winners are drawn from a container holding a copy of every number. </p>",184,One type of gambling is a raffle. This is when people buy numbered tickets which are each an entry into the competition with a chance of winning the prize. At a set time the winning ticket is selected from a container that has a copy off all numbered tickets.
Approved,147,"<p>A raffle is a gambling competition in which people obtain numbered tickets, each ticket having the chance of winning a prize. At a set time, the winners are drawn from a container holding a copy of every number. </p>",184,"The rules of a raffle are rather simple and can be summarized pretty quickly. A raffle is a contest in which participants get numbered ballots. Each ballot has a probability of winning a prize. Once the time comes, a duplicate set of ballots are drawn at random form a container. The participant with the same numbered ballot as the one drawn from the container wins."
Approved,88,"<p>raffle. A raffle is a type of contest in which you buy a ticket for a chance to win a prize. After the tickets are sold, a drawing determines which ticket holds the winning number. </p>",185,"One kind of contest is a raffle. In a raffle, you purchase a ticket in hopes of winning a prize. Once everyone has purchased their tickets, a drawing selects the winning ticket number."
Approved,821,"<p>raffle. A raffle is a type of contest in which you buy a ticket for a chance to win a prize. After the tickets are sold, a drawing determines which ticket holds the winning number. </p>",185,"Raffles.  Raffles are a kind of game where you buy a ticket stub for the opportunity to win a prize.  Once the tickets are sold, someone does the drawing that decides which ticket has the winning numbers."
Approved,81,"<p>Titan is the largest moon of Saturn. It is the only moon known to have a dense atmosphere, and the only object in space other than Earth where clear evidence of stable bodies of surface liquid has been found. </p>",186,"Saturn's largest moon is Titan. It is the only extraterrestrial body where the atmosphere allows for surface liquids to exist, other than the Earth."
Approved,188,"<p>Titan is the largest moon of Saturn. It is the only moon known to have a dense atmosphere, and the only object in space other than Earth where clear evidence of stable bodies of surface liquid has been found. </p>",186,"Saturn has many moons. The largest moon that Saturn has is called Titan. Of all of Saturn's moons, it is the only one that has a dense atmosphere. It is also the only object in outer space, with the exception of Earth, where scientists have proven that stable bodies of liquid on the surface have been discovered."
Approved,109,"<p>In Greek mythology, the Titans and Titanesseswere members of the second generation of divine beings, descending from the primordial deities and preceding the Olympian deities. </p>",187,"The Titans and Titanesses were important figures in Greek mythology. As members of the second generation of divine beings, their ancestors were the primordial deities, and their successors were the Olympian deities."
Approved,40,"<p>In Greek mythology, the Titans and Titanesseswere members of the second generation of divine beings, descending from the primordial deities and preceding the Olympian deities. </p>",187,The second generation of divine beings was called the Titans and Titanesses. THey were in Greek mythology.
Approved,86,"<p>Need a way to make some extra money? Check out this list of flexible online, remote and at-home jobs to help you earn more money from home. All of these opportunities are legit, and there's sure to be something that suits your personality and skills! </p>",188,"Need a way to make some extra cash? Check out this list of easy online, remote and at-home jobs to help you earn extra money from home. All of these opportunities are real, and there's sure to be something that fits your personality and abilities!"
Approved,265,"<p>Need a way to make some extra money? Check out this list of flexible online, remote and at-home jobs to help you earn more money from home. All of these opportunities are legit, and there's sure to be something that suits your personality and skills! </p>",188,"Wanting a solution to put some extra money in your pocket?  Head over to this list of flexible online, work-at-home jobs to help you make money from home.  All of these opportunities are legitimate, and you will definitely find something for your specific personality and skill-set!"
